source,historic_registered,tornado_name,tornado_year,town,overall_photos_folder,tornado_ef,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,complete_address,building_name_listing,building_name_current,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,first_floor_ceiling_m,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,construction_type_u_unc,mwfrs_u_wall,mwfrs_u_roof,mwfrs_u_moment_frame,mwfrs_u_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_u,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate_u,wall_substrate_u_unc,wall_cladding_u,wall_cladding_u_unc,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenestration_per_w1,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,roof_system_u_unc,r2wall_attachment_u,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_u,roof_cover_u_unc,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,hazards_present_u,status_u,wind_damage_rating_u,damage_indicator_u,degree_of_damage_u,wind_damage_details_u,roof_structure_damage_u,roof_structure_damage_u_per,roof_susbtrate_damage_u,roof_substrate_damage_per,foundation_failure_u,foundation_failure_per_u,wall_structure_damage_per_front,wall_structure_damage_per_back,wall_structure_damage_per_left,wall_structure_damage_per_right,wall_structure_damage_u,wall_structure_damage_n,wall_structure_damage_s,wall_structure_damage_e,wall_structure_damage_w,wall_substrate_damage_per_front,wall_substrate_damage_per_back,wall_substrate_damage_per_right,wall_substrate_damage_per_left,wall_substrate_damage_n,wall_substrate_damage_s,wall_substrate_damage_e,wall_substrate_damage_w,wall_substrate_damage_u,wall_cladding_damage_per_front,wall_cladding_damage_per_back,wall_cladding_damage_per_right,wall_cladding_damage_per_left,wall_cladding_damage_n,wall_cladding_damage_s,wall_cladding_damage_e,wall_cladding_damage_w,damaged_fenesteration_per_front,damaged_fenesteration_per_back,damaged_fenesteration_per_right,damaged_fenesteration_per_left,wall_fenestration_damage_per_n,wall_fenestration_damage_per_s,wall_fenestration_damage_per_e,wall_fenestration_damage_per_w,soffit_damage_per_u,fascia_damage_per_u,piles_damage_u,foundation_damage_cause_u,foundation_damage_u,foundation_damage_u_per,risk_category_16,building_low_rise,national_register_listing_year,existed_during_tornado,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,demolishing_year,single_unit,multiple_unit,world_heritage_property,hague_convention,sub_national_heritage__list,iucn_protected_area,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,prop_agricultural,prop_cave,prop_culture__entertainment_facility,prop_forest,prop_industrial_facility,prop_lake,prop_military,prop_nature,prop_religious,prop_rock_formation,prop_sports_facility,prop_unilities_facility,prop_archaeological,prop_commemorative_structure_or_landmark,prop_ecosystem,prop_habitat,prop_infrastructure,prop_law_/_government_facility,prop_mine,prop_park_/_garden,prop_residential_facility,prop_scenic_area,prop_transportation_facility,prop_volcano,prop_battlefield,prop_commercial_/_exchange_facility,prop_educational_facility,prop_health_/_welfare_facility,prop_island(s),prop_marine_zone,prop_mountain,parking_/_storage_facility,river_catchment_system,sea,underground_facility,zoological_park,prop_val_evidential,prop_val_historical,prop_val_aesthetic,prop_val_communal,owner_individual,owner_business,owner_government,owner_ngo,owner_religious,owner_unknown,buidling_existed_5_yrs_before_tornado,buidling_existed_3_yrs_before_tornado,buidling_existed_1_yrs_before_tornado,building_existed_during_tornado,building_in_use_during_tornado,building_use_during_tornado,damage_status,building_demolished_1_yrs_after_tornado,building_demolished_3_yrs_after_tornado,building_demolished_5_yrs_after_tornado,notes,dataset_source,nrhp_ref_number,mwfrs_u_wall_unc,mwfrs_u_roof_unc,mwfrs_u_moment_frame_unc,wall_fenesteration_protection_front_unc,wall_fenesteration_protection_back_unc,roof_substrate_damage_u,overall_photos_front,overall_photos_back,overall_photos_left,overall_photos_right,detailed_photos_front,detailed_photos_back,detailed_photos_left,detailed_photos_right,elevations_assessed_front_o,elevations_assessed_back_o,elevations_assessed_left_o,elevations_assessed_right_o,address_suite,address_locality,address_postal_code,address_country,occupancy_o,year_built_o,understory_pct_of_building_footprint,roof_shape_o,roof_slope_o,construction_type_o,mwfrs_o,structural_wall_system_o,foundation_type_o,wall_anchorage_type_o,wall_substrate_o,wall_cladding_o,soffit_type_o,wall_fenesteration_protection_right_unc,wall_fenesteration_protection_left_unc,fenestration_protection_type_unc,fenesteration_ratio_o,large_door_opening_type_,opening_type,roof_system_o,r2wall_attachment_o,r2wall_attachment_type_unc,roof_substrate_type_o,roof_cover_o,overhang_length_o,secondary_water_barrier_o,secondary_water_barrier_u,retrofit_type_1_o,retrofit_type_1_u,retrofit_type_2_o,reotrofit_2_u,retrofit_year_o,hazards_present_o,status_o,wind_damage_rating_o,overall_damage_notes_o,surge_damage_rating_o,surge_damage_rating_u,rainwater_ingress_damage_rating_o,rainwater_ingress_damage_rating_u,damage_indicator_o,degree_of_damage_o,wind_damage_details_o,roof_structure_damage_o,roof_susbtrate_damage_o,foundation_failure_o,wall_structure_damage_o,wall_substrate_damage_o,wall_cladding_damage_o,wall_cladding_damage_level_u,stories_with_damage_o,stories_with_damage_u,soffit_damage_per_o,fascia_damage_per_o,per_building_footprint_eroded_o,per_building_footprint_eroded_u,damage_understory_per_o,piles_damage_o,foundation_damage_cause_o,oop_failure_n,oop_failure_s,oop_failure_e,oop_failure_w,ip_failure_n,ip_failure_s,ip_failure_e,ip_failure_w,building_open,building_enclosed,building_regular_shape,exposure_category,building_rigid,prop_parking_/_storage_facility,prop_river_catchment_system,prop_sea,prop_underground_facility,prop_zoological_park,distance_km,min_dimension,aspect_ratio,wall_slenderness,perimeter,total_wall_area,roof_wall_ratio,parapet_slenderness,mean_fenestration,max_dimension,plan_aspect_ratio
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020.0,Nashville,800 Russell St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.173036,-86.757781,800 Russell St Nashville TN 37206 US,,,6.0,no,residential,1.0,1899.0,421.92,isolated,recessed,6.4,0.8,n,3.0,33.91,11.88,0.3,gable-hip_combo,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3.0,double_leaf,2,masonry_block_unreinforced,stone,3,,1,not_applicable,3,brick,3,not_applicable,no,50.0,10,20,20,50.0,10.0,20.0,20.0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,,dimensional_lumber,2,asphalt,3,0.2,0.0,,yes,building_addition,3.0,wind,undamaged,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0.0,0.0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,limited,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,no street view imagery of the structure after the tornado,Nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5400091095692,11.88,0.5387205387205387,21333.333333333336,91.58,586.112,0.719862415374536,0.0,25.0,33.91,2.854377104377104
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020.0,Nashville,802 Russell St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.173089,-86.757622,802 Russell St Nashville TN 37206 US,,,19.0,no,residential,2.0,1900.0,224.43,isolated,recessed,5.7,0.7,n,2.8,19.1,10.87,0.2,hip,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3.0,double_leaf,2,masonry_block_unreinforced,stone,3,,1,not_applicable,3,brick,3,wood,yes,40.0,20,30,30,40.0,20.0,30.0,30.0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,,,1,asphalt,3,0.2,0.0,,no,not_applicable,3.0,wind,undamaged,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0.0,0.0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,no value,limited,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,no street view imagery of the structure after the tornado,Nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5462206506529412,10.87,0.5243790248390064,28500.0,59.94,341.658,0.6568849551305691,0.0,30.0,19.1,1.7571297148114078
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020.0,Nashville,804 Russell St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.1731314,-86.75749717,804 Russell St Nashville TN 37206 US,,,19.0,no,residential,2.5,1900.0,263.0,isolated,recessed,7.3,0.7,n,2.5,24.3,11.8,0.2,hip,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3.0,double_leaf,2,masonry_block_unreinforced,stone,3,,1,not_applicable,3,brick,3,wood,yes,30.0,40,25,25,30.0,40.0,25.0,25.0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,,,1,asphalt,3,0.6,0.0,2017,yes,building_addition,3.0,wind,undamaged,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0.0,0.0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,limited,some,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,no street view imagery of structure after tornado; no left or right side imagery before or after tornado,Nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5511851210464206,11.8,0.6186440677966101,36500.0,72.2,527.0600000000001,0.4989944218874511,0.0,30.0,24.3,2.059322033898305
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020.0,Nashville,816 Russell St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17348475,-86.75656439,816 Russell St Nashville TN 37206 US,,,19.0,no,residential,2.5,1892.0,373.0,isolated,recessed,8.5,1.2,n,3.3,28.6,14.0,0.4,hip,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3.0,double_leaf,3,masonry_block_unreinforced,stone,3,,1,not_applicable,3,brick,3,,yes,45.0,40,30,30,45.0,40.0,30.0,30.0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,,,1,asphalt,3,0.45,0.0,2021,yes,building_addition,3.0,wind,undamaged,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0.0,0.0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,limited,limited,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,"exposed interior brick is double_leaf so assuming that the exterior is also double_leaf; no street view imagery of structure after tornado; no back facade, left, or right imagery before or after tornado",Nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5923416013717315,14.0,0.6071428571428571,21250.0,85.2,724.2,0.5150510908588787,0.0,36.25,28.6,2.042857142857143
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020.0,Nashville,820 Russell St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17364171,-86.75625054,820 Russell St Nashville TN 37206 US,,,6.0,no,residential,1.0,1870.0,273.0,isolated,recessed,4.6,0.7,n,3.0,20.6,14.6,0.2,gable,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3.0,double_leaf,2,masonry_block_unreinforced,stone,3,,1,not_applicable,3,brick,3,wood,yes,30.0,20,15,15,30.0,20.0,15.0,15.0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,,dimensional_lumber,2,asphalt,3,0.3,0.0,,no,not_applicable,3.0,wind,undamaged,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0.0,0.0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,limited,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,no front view imagery of structure after tornado; no back or right side imagery before or after tornado,Nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6104215898060015,14.6,0.3150684931506849,23000.0,70.4,323.84,0.8430088932806324,0.0,20.0,20.6,1.4109589041095891
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020.0,Nashville,931 Russell St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17510438,-86.75385515,931 Russell St Nashville TN 37206 US,,,19.0,no,residential,3.0,1930.0,317.0,isolated,recessed,7.3,0.5,s,2.8,24.2,14.4,0.2,complex,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3.0,double_leaf,2,masonry_block_unreinforced,stone,3,,1,not_applicable,3,brick,3,,yes,50.0,15,35,35,15.0,50.0,35.0,35.0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,,,1,asphalt,3,0.45,0.5,,no,not_applicable,3.0,wind,undamaged,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0.0,0.0,2,yes,,yes,residential,residential,residential,not_applicable,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,limited,no value,no value,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,hip roof covering the front part of the structure and a flat roof on the back; multiple-unit condo building; no street view imagery of structure after a tornado,Nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7778407519560399,14.4,0.5069444444444444,36500.0,77.2,563.5600000000001,0.562495563915111,2500.0,33.75,24.2,1.6805555555555554
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020.0,Nashville,921 Russell St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17476692,-86.75461174,921 Russell St Nashville TN 37206 US,,,19.0,no,residential,2.0,1920.0,272.0,isolated,recessed,6.4,0.8,s,3.0,25.4,11.3,0.2,complex,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3.0,double_leaf,2,masonry_block_unreinforced,stone,3,,1,not_applicable,3,"brick,vinyl",3,wood,yes,30.0,35,35,35,35.0,30.0,35.0,35.0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,,dimensional_lumber,2,asphalt,3,0.15,0.0,,yes,building_addition,3.0,wind,undamaged,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0.0,0.0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,limited,no value,limited,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,original hip-gable roof shape and a shed roof shape on the building addition; no street view imagery of structure after the tornado,Nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7388048208433904,11.3,0.5663716814159292,32000.0,73.4,469.76000000000005,0.5790190735694822,0.0,33.75,25.4,2.247787610619469
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020.0,Nashville,903 Russell St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17426409,-86.75595915,903 Russell St Nashville TN 37206 US,,,19.0,no,residential,2.5,1912.0,291.0,isolated,recessed,7.6,0.9,s,2.7,24.5,12.8,0.2,gable,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3.0,double_leaf,2,masonry_block_unreinforced,stone,3,,1,not_applicable,3,"brick,stucco,vinyl",3,wood,yes,35.0,15,35,25,15.0,35.0,35.0,25.0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,,,1,asphalt,3,0.1,0.0,,yes,building_addition,3.0,wind,undamaged,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0.0,0.0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,some,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,"no back,left, or right street view imagery of structure after the tornado",Nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6801973914855859,12.8,0.5937499999999999,38000.0,74.6,566.9599999999999,0.5132637223084522,0.0,27.5,24.5,1.9140625
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020.0,Nashville,904 Russell St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17387274,-86.75564357,904 Russell St Nashville TN 37206 US,,,19.0,no,residential,2.0,1900.0,252.0,isolated,recessed,5.4,0.8,n,2.7,21.0,12.2,0.2,complex,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3.0,double_leaf,2,masonry_block_unreinforced,stone,3,,1,not_applicable,3,"brick,stone",3,wood,yes,40.0,20,,,40.0,20.0,,,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_trusses,2,,,1,asphalt,3,0.1,0.0,,yes,structural_restoration,2.0,wind,undamaged,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0.0,0.0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,some,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,structure is blurred on Google Maps; no left or right street view imagery available before or after the tornado; no front or back street view imagery available before tornado; hip roof structure with a hexagonal section; known structural restoration took place given that there is an obvious new regular stone on back side of the foundation.,Nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6373249922937537,12.2,0.4426229508196722,27000.0,66.4,358.56000000000006,0.7028112449799195,0.0,30.0,21.0,1.7213114754098362
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020.0,Nashville,920 Russell St Nashville TN 37206 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17432044,-86.75441289,920 Russell St Nashville TN 37206 US,,,19.0,no,residential,2.5,1920.0,216.0,isolated,recessed,5.4,1.2,n,2.7,18.9,12.0,0.2,complex,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3.0,double_leaf,2,masonry_block_unreinforced,"stone, masonry_un",3,,1,not_applicable,3,brick,3,wood,yes,55.0,30,,40,55.0,30.0,,40.0,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,,,1,asphalt,3,0.15,0.0,,yes,structural_restoration,2.0,wind,undamaged,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,not_applicable,0.0,0.0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,some,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,brick has been replaced in the back of structure which is why structural_restoration is listed under renovation; no right side street view imagery of the structure available; no street view imagery of the structure after the tornado,Nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6895690284431483,12.0,0.45,27000.0,61.8,333.72,0.6472491909385113,0.0,41.666666666666664,18.9,1.575
